CourseTitle,display,Description,CourseURL,Comp01,Comp01Level,Comp02,Comp02Level,Comp03,Comp03Level,Comp04,Comp04Level,Comp05,Comp05Level,Comp06,Comp06Level,Comp07,Comp07Level,Comp08,Comp08Level,Comp09,Comp09Level,Comp10,Comp10Level,Comp11,Comp11Level,Comp12,Comp12Level,Comp13,Comp13Level,Comp14,Comp14Level,Comp15,Comp15Level,Comp16,Comp16Level,Comp17,Comp17Level,Comp18,Comp18Level,Comp19,Comp19Level,Comp20,Comp20Level,Comp21,Comp21Level,TRAINURL,DateEdited,UserEdited,CourseID,Format,Cost,Duration,email,subjArea1,SubjArea2,subjArea3,original
Introduction to Geographic Information Systems,1,"This presentation by Dionne Law, PhD, Spatial Epidemiology Research Associate, Department of Epidemiology, University of North Carolina at Chapel Hill, gives the viewer an introduction to geographic information systems (GIS).  Educational Objectives: 



    * Understand basic GIS terminology and mechanics

    * Introduce simple GIS techniques for spatial analysis of public health questions

    * Be aware of some of the limitations of GISThis presentation by Dionne Law, PhD, Spatial Epidemiology Research Associate, Department of Epidemiology, University of North Carolina at Chapel Hill, gives the viewer an introduction to geographic information systems (GIS).  Educational Objectives: 



    * Understand basic GIS terminology and mechanics

    * Introduce simple GIS techniques for spatial analysis of public health questions

    * Be aware of some of the limitations of GISThis presentation by Dionne Law, PhD, Spatial Epidemiology Research Associate, Department of Epidemiology, University of North Carolina at Chapel Hill, gives the viewer an introduction to geographic information systems (GIS).  Educational Objectives: 



    * Understand basic GIS terminology and mechanics

    * Introduce simple GIS techniques for spatial analysis of public health questions

    * Be aware of some of the limitations of GISThis presentation by Dionne Law, PhD, Spatial Epidemiology Research Associate, Department of Epidemiology, University of North Carolina at Chapel Hill, gives the viewer an introduction to geographic information systems (GIS).  Educational Objectives: 



    * Understand basic GIS terminology and mechanics

    * Introduce simple GIS techniques for spatial analysis of public health questions

    * Be aware of some of the limitations of GISThis presentation by Dionne Law, PhD, Spatial Epidemiology Research Associate, Department of Epidemiology, University of North Carolina at Chapel Hill, gives the viewer an introduction to geographic information systems (GIS).  Educational Objectives: 



    * Understand basic GIS terminology and mechanics

    * Introduce simple GIS techniques for spatial analysis of public health questions

    * Be aware of some of the limitations of GIS",http://cphp.sph.unc.edu/training/HEP_GIS09/certificate.php,1A4,A,1A5,A,1A6,A,1A9,A,1A1,A,1A12,,1B4,,1A7,,1B5,,1B6,,1B7,,1B12,,1B2,,,,,,,,,,,,,,,,,,,,,331,Web-based Course,free,.5 hours,,37,34,7,0
Translating Data into Public Health Priorities,1,"This interactive session will introduce a practical overview of the community assessment and planning process for local health departments. Participants will access sources of data for their region/county electronically and via paper. Participants will organize their data and begin the process of applying meaning to their assessment data. The session will end with a discussion of priority setting for public health issues identified in the work session.  The learning objectives for this course are to:     *  Describe the phases of the community assessment and planning process.

    * Identify and access key sources of state and county-level population data.

    * Describe the types, strengths, and limitations of quantitative and qualitative data.

    * Describe a framework for organizing public health data.

    * Identify a model for prioritizing community public health issues.This interactive session will introduce a practical overview of the community assessment and planning process for local health departments. Participants will access sources of data for their region/county electronically and via paper. Participants will organize their data and begin the process of applying meaning to their assessment data. The session will end with a discussion of priority setting for public health issues identified in the work session.  The learning objectives for this course are to:     *  Describe the phases of the community assessment and planning process.

    * Identify and access key sources of state and county-level population data.

    * Describe the types, strengths, and limitations of quantitative and qualitative data.

    * Describe a framework for organizing public health data.

    * Identify a model for prioritizing community public health issues.",http://www.sph.umn.edu/ce/trainings/coursepage.asp?activityId=9622,1A4,K,1A3,K,1A5,K,1A6,K,1A8,K,1A9,,1B4,,1B3,,1B5,,1A7,,1B6,,1B7,,1B8,,1B9,,,,,,,,,,,,,,,,,,,377,Web-based Course,free,3 hours,,34,31,,0
Overview of Public Health Surveillance Part 2,1,"Part two of this two-part module offers examples of sources of surveillance data, presents useful definitions, and is accompanied once again by charts and graphs.  Since there are no speaker notes, the user may have some difficulty navigating the charts and graphs.",http://www.pitt.edu/~super1/lecture/lec3051/index.htm,1A5,K,1A9,K,3A5,K,1B5,,1B9,,3B5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,Web-based Course,No Charge,15-20 minutes,,37,,,0
Epidemiological Surveillance (Part 1),1,,http://www.publichealthlearning.com/Public/Catalog/Description.aspx?u=kM6WW0gCRplVwRM3EJa9DUojkx5oFdE6vMUO33eeHFqEduIOejhtoqHNKdvi79iDeu2RLmngFuc%3d,1A5,K,6A,K,1B5,,6B4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107,Webstream,free,approximately 2 hours,,8,37,,0
Public Health Information Systems,1,"This course will introduce participants to the concept of medical/health informatics and provide some general examples of information technology as applied in health care. The focus is at the system level, not individual applications. The course also defines the national [health] information infrastructure and initiates discussion about the recommendations from the National Committee on Vital and Health Statistics. The issues underlying information and technology standards and key standards setting organizations supporting the national health information infrastructure are also identified. Journal articles and links to important source documents addressing the discussions of various issues are provided as a supplement to lectures and discussion.",http://lms.southcentralpartnership.org/scphp?productID=prdct000000000001087 - requires login,1A5,K,1A6,K,1A11,K,1B5,,1A7,,1B6,,1B7,,1B11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117,Web-based Course,0,4 to 6 hours,,15,,,0
Principles of Public Health (PH 101),1,This course provides an overview of the most important issues and topics related to public health departments and public health practice.,http://pphtc.org/training/course_descr/course_ph101.htm,1A5,A,5A9,A,6A3,A,6A1,A,4A2,A,5A7,A,1B5,,5B9,,6B3,,6A2,,7A1,,7A2,,6B1,,6B2,,7B1,,7B2,,4B2,,5B7,,,,,,,,,,,140,Web-based Course,free,approximately 2 hours,,11,,,0
Obesity and Overweight,1,This course provides background on the overweight problem as it relates to children and adolescents in the United States. It also gives an overview of important prevention strategies and recommendations for health care providers.,http://pphtc.org/training/course_descr/course_obesity.htm,1A5,A,1A3,A,5A10,A,3A4,A,4A3,A,6A4,A,1B5,,1B3,,5B10,,3B4,,4B3,,6B4,,,,,,,,,,,,,,,,,,,,,,,159,Web-based Course,free,2 hours,,30,,,0
School Wellness (T2B2),1,"With the passage of the 2004 Childhood Nutrition and WIC Reauthorization Act, school districts across the United States have been focused on developing and approving Local Wellness Policies for each local education agency (LEA.) Both the New York State Education Department and the Department of Health have resources aimed at assisting schools in both the development and implementation of local wellness policies. The aim is to create healthy school environments and increase the availability of healthy choices while combating obesity. Amy Koren-Roth and Sandy Sheedy will discuss the federal requirements and what approach NY recommends to schools. Survey results from schools that have worked with New York State’s Action for Healthy Kids’ SPIN (Schools and Professionals in Nutrition) program will be highlighted.",http://www.albany.edu/sph/coned/t2b2schoolwellness.htm,1A5,A,1A9,A,2A5,A,2A6,A,2A7,A,1A1,A,1B5,,1B9,,2B6,,2B7,,2B8,,5A1,,1B1,,5B1,,,,,,,,,,,,,,,,,,,197,Webstream,Free,1 hour,,30,32,33,0
Is HIV Prevention Targeting Men (T2B2),1,"Given the current media hype about African-American men living on the down low (men who secretly have sex with men while also having sex with women), Dr. Malebranche and Dr. Wheeler will discuss the relevance of this topic - its myths, misconceptions, and implications for interventions and the HIV epidemic in the Black Community.",http://www.albany.edu/sph/coned/t2b2hivprev05.htm,1A5,A,1A9,A,2A1,A,4A4,A,1A1,A,6A9,A,1B5,,1B9,,2B1,,4B4,,5A1,,1B1,,5B1,,6B9,,,,,,,,,,,,,,,,,,,206,Webstream,Free,1 hour,,35,5,32,0
Program Evaluation in a Nutshell,1,This course has three main learning objectives: (1) to name the four levels of evaluation and the reasons for conducting them; (2) to describe the four levels of evaluation; and (3) to describe when and how the different levels of evaluation would be used.,http://www.bu.edu/publichealthworkforce/training/index.html,1A5,K,1A10,K,1A1,K,1B5,,1B10,,1B2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222,Web-based Course,Free,2 hours,,9,42,,0
TV Watching and Childhood (T2B2),1,"Join Dr. Gortmaker as he explores the effects of TV watching on children's activity levels, and pinpoints TV use as the single best predictor of childhood obesity. His research has found that the causes of the epidemic are rooted in the success of the food, television/film/videogame and advertising industries to encourage our children to buy more, eat more and watch more. He will discuss interventions and policies that can reduce excessive television viewing by children.",http://www.albany.edu/sph/coned/t2b2tv.htm,1A5,A,1A10,A,6A5,A,6A6,A,6A9,A,1B5,,1B10,,6B5,,6B6,,6B9,,,,,,,,,,,,,,,,,,,,,,,,,,,235,Webstream,Free,1 hour,,22,30,,0
The Revised U.S. Standard Birth Certificate Opportunities and Challenges,1,"Dr. Bernard Guyer and Dr. Isabelle Horon discuss how new vital statistics data collected via the new U.S. Standard Birth Certificate can be used at the local level for surveillance and policy-making.  At the end of this session, the learner will be able to:

Identify the modified and new birth certificate items;

Discuss techniques to assess such data;

Explain the roles of vital statistics: civil registration, public health data and surveillance, national security; and

Discuss the effects of years of underfunding on national data and present a vision for future improvementsDr. Bernard Guyer and Dr. Isabelle Horon discuss how new vital statistics data collected via the new U.S. Standard Birth Certificate can be used at the local level for surveillance and policy-making.  At the end of this session, the learner will be able to:

Identify the modified and new birth certificate items;

Discuss techniques to assess such data;

Explain the roles of vital statistics: civil registration, public health data and surveillance, national security; and

Discuss the effects of years of underfunding on national data and present a vision for future improvements",http://www.jhsph.edu/maphtc/training_events/archives/021710_New_US_Birth_Certificate,1A5,A,1A6,A,1A9,A,1A10,A,1A1,A,6A5,,1B5,,1A7,,1B6,,1B7,,1B9,,1B10,,5A1,,1B1,,5B1,,6B5,,,,,,,,,,,,,,,371,Webstream,Free,2 hours,,37,31,34,0
The History of Public Health Informatics: Where Do We Go from Here?,,"What is public health informatics (PHI)? Simply put, PHI is a sub-field of public health. Program faculty will journey through the evolution of public health informatics and describe how key events over the past decade have contributed to development and utilization of many computerized systems that support public health practice. Special focus will be given to major PHI applications including syndromic surveillance. Emerging (e.g., geographic information systems, text-messaging) and future (e.g., social networking, public health information exchange) PHI applications will also be discussed. ",https://www.train.org/DesktopModules/eLearning/CourseDetails/CourseDetailsForm.aspx?tabid=62&courseid=1031837&backURL=L0Rlc2t0b3BTaGVsbC5hc3B4P3RhYmlkPTYyJmdvdG89YnJvd3NlJmJyb3dzZT1zdWJqZWN0JmtleXdvcmQ9aW5mb3JtYXRpY3Mma2V5b3B0aW9uPVRpdGxlJmNsaW5pY2FsPWJvdGgmbG9jYWw9YWxsJkJ5Q29zdD0w,1A5,,1A9,,1A12,,6A3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Online,Free,1.5 hours,,11,15,37,
"Food Safety, Protection and Defense. What Best Serves the Public Good? And Who Determines Acceptable Risk?",1,"This archived webcast features a panel discussion regarding food safety. Featured presenters, Craig Hedberg, Jeffrey Kahn, Katherine J. Swanson, and Caroline Smith DeWaal, present perspectives on the issues. Topics include: general food safety introduction, common good, industry’s role, and consumer voice.",http://www.sph.umn.edu/2005/03/roundtable_030805/,1A6,K,2A5,K,2A4,K,2A6,K,2A1,K,5A8,K,1A7,,1B6,,1B7,,2B6,,2B4,,2B7,,2B1,,5B8,,,,,,,,,,,,,,,,https://www.train.org/DesktopModules/eLearning/CourseDetails/CourseDetailsForm.aspx?tabid=62&CourseID=1007974,,,232,Webstream,Free,2.5 hours,,7,8,37,0
HIPAA Privacy Rule: Enhancing or Harming the Public's Health?,1,,http://www.publichealthgrandrounds.unc.edu/privacy/index.htm,1A8,A,2A4,A,8A1,A,8A3,A,8A4,A,1B8,,2B4,,8B1,,8B3,,8B4,,,,,,,,,,,,,,,,,,,,,,,,,,,110,Webstream,0,approximately 1 hour,,19,,,0
